path,dialect_region,sentence,ipa_reference,ipa_audio,ipa_swiss_whisper
937d2af6-fc16-47b1-a53b-4dee4accc211/5b342bfa2e8b2bbcc108c2e35ef6e6f6fd6d95f56abc4be5746db27e96dd05aa.mp3,Ostschweiz,Nur in etwa fünf Prozent der Geburten kommen Zwillinge zur Welt.,nuɾ ɪn ɛtvɑ fʏnf pɾotsɛnt dɛɾ ɡəbʊɐtən kɔmən tsvɪlɪŋə tsuɾ vɛlt,nuɾ ɪøbəfyf pɔɾtsent for dɛgə gəbuɾpapə kømə tsvilɪŋ uftvɛlt,nuɾ ɪn ɛtvɑ fʏnf pɾotsɛnt dɛɾ ɡəbʊɐtən kɔmən tsvɪlɪŋə aʊf di vɛlt
7f4b1ca8-c652-4056-96fb-f02e82182574/37f342ce7c6938c17ddc09c1b4b3d450ccfe96c0e7244b94979e7bd9868e9a26.mp3,Ostschweiz,Eine steigende Tendenz sei sogar bei den über 66-Jährigen zu beobachten.,aɪnə ʃtaɪɡəndə tɛndɛnts zaɪ zoɡɑɾ baɪ den ybɜ zɛks ʊntzɛçtsɪɡjɛrɪɡən tsu bəobaxtən,ɛʃtigən di tɛn dɛnts seg sogɑr bɪdɛn ybɑsex sɛçtɕ kœrɪgən tsbeobɑxtən,aɪnə ʃtaɪɡəndə tɛndɛnts zɪç zoɡɑɾ baɪ den ybɜ zɛks ʊntzɛçtsɪɡjɛrɪɡən tsu bəobaxtən
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/fe21bafc5535cb408ee32112abcf2c5821271a804c7914def552f51672e11cc5.mp3,Ostschweiz,Das war auch ein Feedback des Einwohnerrats anlässlich der diversen Informationsrunden.,das vɑɾ aʊx aɪn fedbak dɛs aɪnvonɜrɑts anlɛslɪç dɛɾ divɛɾzən ɪnfɔɾmatsjonsrʊndən,tɑzɪʃ aʊsfɪpɛpɛk dɛs ɪvʊnərɑls ɑlɛsə fɛtivɛrzə ɪnfɔntsɪ ʊntsʊndɪk si,das vɑɾ aʊx das fedbak dɛs aɪnvonɜrɑtəs anlɛslɪç dɛɾ divɛɾzən ɪnfɔɾmatsjonsrʊndə
248e0121-1803-4980-a746-17ffbd799791/63079bdf42076f9af0536c09e3c860adba7651a7ebfe765308c16b2c685f2938.mp3,Ostschweiz,Die Zürcher Staatsanwaltschaft ordnete damals eine strafrechtliche Untersuchung an.,di tsʏɾçɜ ʃtɑtzanvaltʃaft ɔɾdnətə dɑmɑls aɪnə ʃtɾafrɛçtlɪçə ʊntɜzuxʊŋ an,ɪt tsørən staɪtsɑnvaɪtʃaft hɛt dɛn ɛɪ ʃtɾɔɾfaɪçtəl ʃlʊntɜsʊɐçɪk ɑgɔɾnət,di tsʏɾçɜ ʃtɑtzanvaltʃaft hat dan aɪnə ʃtɾafrɛçtlɪçə ʊntɜzuxʊŋ anɡəɔɾdnət
684dd9cf-2844-407b-9a7f-12e7b559773f/f6efcb1847dab598f512d4e5a5318455a6814f0abfc553fc20fd79f62449433f.mp3,Ostschweiz,Und nicht jeder verläuft im gleichen Stil.,ʊnt nɪçt jedɜ fɛɾlɔøft ɪm ɡlaɪçən ʃtil,ʊ nø dedə fɔraft ɪm lirə ʃtil,ʊnt nɪçt jedɜ fɛɾlɔøft ɪm ɡlaɪçən ʃtil
684dd9cf-2844-407b-9a7f-12e7b559773f/ca05d052a92af5cafc420d2c01f86b6c08c7aa620f598c1d4e741a349fbbd6a5.mp3,Ostschweiz,"Aber da besteht die Gefahr, dass ein Spekulant das Rennen macht.",ɑbɜ dɑ bəʃtet di ɡəfɑɾ das aɪn ʃpekulant das rɛnən maxt,ɑbɛs bɪʃtɔt gfɔr dasən ʃpɛkəlants rɛnəmaxt,ɑbɜ ɛs bəʃtet ɡəfɑɾ das aɪn ʃpɛkɜlant das rɛnən maxt
248e0121-1803-4980-a746-17ffbd799791/7645d4a71134202c1e4d996e42ef77b866db75fff362744a4667dff7103fa3a1.mp3,Ostschweiz,Das Resultat ist enttäuschend für uns.,das rezʊltɑt ɪst ɛnttɔøʃənt fyɾ ʊns,ɛs ʊltat ɛʒ ɛn dyʃ ɛn fys,das rezʊltɑt ɪst ɛnttɔøʃənt fyɾ ʊns
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/fefba7654d45bb0490a3288d602243c036b772159a2e8e109921d71285377f07.mp3,Ostschweiz,Entsprechend war auch die Gewaltentrennung hier ein Thema.,ɛntʃpɾɛçənt vɑɾ aʊx di ɡəvaltɛntɾɛnʊŋ hiɾ aɪn temɑ,ɛntʃpɾɛçənd aɪnʃ aʊt gvɑltɛnɪg dɔɔ ɛs temɑgɛsi,ɛntʃpɾɛçənt vɑɾ aʊx di ɡəvaltɾɛnʊŋ hiɾ aɪn temɑ
248e0121-1803-4980-a746-17ffbd799791/094a4465464e2cda4b5eef6242ceb869b9febafd4d37df36eb188cfc78eb5772.mp3,Ostschweiz,Die Angelegenheit mit dem Elternbeirat wird geprüft.,di anɡəleɡənhaɪt mɪt dem ɛltɛɾnbaɪrɑt vɪɾt ɡəpɾyft,takɾɛkɛ hæɪp mide məltɔmɛ pæɪsɑt vɪɛ pɾɔɛft,di anɡəleɡənhaɪt mɪt dem ɛltɛɾnbaɪrɑt vɪɾt ɡəpɾyft
937d2af6-fc16-47b1-a53b-4dee4accc211/8ac572bcd8c941f1e6344e7b562714b048b86aa03604d16855da0ddfc1d39d92.mp3,Ostschweiz,Der Gemeinderat muss an diesem Thema unbedingt dabeibleiben.,dɛɾ ɡəmaɪnderɑt mʊs an dizəm temɑ ʊnbədɪŋt dɑbaɪblaɪbən,ɪnə kmɛɪndɾɑt muɾ saɪdəm temɑ ʊm bədɪŋk tə bi blibə,dɛɾ ɡəmaɪnderɑt mʊs an dizəm temɑ ʊnbədɪŋt dɑbaɪ blaɪbən
684dd9cf-2844-407b-9a7f-12e7b559773f/cd97faa2e9c06c8b2e2732bc86372c3471b4895b68760f367dfe7065a25589ae.mp3,Ostschweiz,80 Verdächtige wurden schon verhaftet.,axtsɪç fɛɾdɛçtɪɡə vʊɐdən ʃon fɛɾhaftət,aɪxtsək fɛrɪrtəkəsənts ʃɔfənhɑfət vɔldə,axtsɪç fɛɾdɛçtɪɡə vʊɐdən bəraɪts fɛɾhaftət
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/f3640085d2a508b8e78cc68dd8c4025398410847b80574a28e44314977809349.mp3,Ostschweiz,Die Zahl der Betroffenen habe deutlich zugenommen.,di tsɑl dɛɾ bətɾɔfənən hɑbə dɔøtlɪç tsuɡənɔmən,tsɑldɛ bɛrɔfɛnɛ hɛnk dydlɪç tsʊk nu,tsɑrə dɛɾ bətɾɔfənən nɑmən dɔøtlɪç tsu
831d404d-b189-42b6-8120-073c1f8af73c/ce6feb5fde460f347fa6675e84c3eb8d0b6ae1676e3ded1db4b53b4ffde9f293.mp3,Ostschweiz,Doch das war damals nicht ausschlaggebend.,dɔx das vɑɾ dɑmɑls nɪçt aʊsʃlɑkɡebənt,dɔx da ɪʃ tɑm als nɪt ʊʃlɑkt ɛbən gsɪ,dɔx dis vɑɾ dɑmɑls nɪçt aʊsʃlɑkɡebənt
831d404d-b189-42b6-8120-073c1f8af73c/1044533141be78ef15d98e63b8dcab875d336113c1d5c3581467728b3619108f.mp3,Ostschweiz,Die Fiko hat eine Kommissions-Motion eingereicht.,di fiko hat aɪnə kɔmɪsjonsmotsjon aɪnɡəraɪçt,ɪɾ fikɾo haɪtə kɔmɪsiɔnsmɔtsiɔn igɾaɪkt,di fi ko hat aɪnə kɔmɪsɪonsmotsjon aɪnɡəraɪçt
7f4b1ca8-c652-4056-96fb-f02e82182574/47c3ae5a47a5257e8494945f61162f4ac25ab94f4460f3d95986afbb21813a3d.mp3,Ostschweiz,Aber niemand konnte sich ohne Gefahr bewegen und den Verwundeten helfen.,ɑbɜ nimant kɔntə zɪç onə ɡəfɑɾ bəveɡən ʊnt den fɛɾvʊndətən hɛlfən,aɪbə niɾmənt hɛt zɪç onɪç vɑrəçən bəʋɪgə ʊntəvə vʊndəktə kœnə hɛlfə,ɑbɜ nimant kɔntə zɪç onə ɡəfɑɾ bəveɡən ʊnt den fɛɾvʊndətən hɛlfən
831d404d-b189-42b6-8120-073c1f8af73c/8bf4ac0acbf14247b30e5719ce157baef6014f4252a6228f5b10f18354aa9c2d.mp3,Ostschweiz,Auch in Europa ist sie heimisch.,aʊx ɪn ɔøropɑ ɪst zi haɪmɪʃ,aʊi nɔi ɛɾoʊ paɪ si hæɪmɪʃ,aʊx ɪn ɔøropɑ ɪst zi haɪmɪʃ
937d2af6-fc16-47b1-a53b-4dee4accc211/82fed902faffae07e0207a0000de475ed5676030b735231dadc922da1e9ebca1.mp3,Ostschweiz,Das wäre knapp dreiviertel Jahre früher.,das vɛrə knap dɾaɪviɾtəl jɑrə fryɜ,tavɛɛɛɔkɲɑp tryfɪɛɔkɫiɔ ɔfɾyɛnɔ,ɛɾ vɛrə knap dɾaɪviɾtəl jɑɾ fryɜ
937d2af6-fc16-47b1-a53b-4dee4accc211/8191fc2ab104aad4ea79ec0ead2c7024967cbd0cb447caf7fab8377631b910f7.mp3,Ostschweiz,"Man versicherte, dass das neue Projekt nur gut enden könne.",man fɛɾzɪçɜtə das das nɔøə pɾojɛkt nuɾ ɡut ɛndən kœnə,mɛ hɛt fɛ sixɛvɛtɛs tɛs nɔjɛ pojɛk nwɔp wɛt ɛndɛxɛni,man hat fɛɾzɪçɜt das dizəs nɔøə pɾojɛkt nuɾ ɡut ɛndən kœnə
a677eda9-7709-4c9d-8656-e7b665140f3b/dc2bdbbbc0b7a972a6f2bdfe613038e29e133c813b5598c04674637ac1bb3882.mp3,Ostschweiz,Nur keine Leere aufkommen lassen!,nuɾ kaɪnə lerə aʊfkɔmən lasən,nu ɑkʁaʁ lɛʁ ʁɑlɑ,nuɾ kaɪnə lerə aʊflasən
a677eda9-7709-4c9d-8656-e7b665140f3b/dd424516a574985161148fe46d6726b0680ffe39c3bb0bb8912a5de515b3f700.mp3,Ostschweiz,Das ist so.,das ɪst zo,tas iʃ so,das ɪst zo
a677eda9-7709-4c9d-8656-e7b665140f3b/936e38147a88c3df2464e9153e0fc241b3804ea1b1e01c02bbb3d2e6c8c61082.mp3,Ostschweiz,Das BAG spricht deshalb sogar von einer Epidemie.,das beɑɡe ʃpɾɪçt dɛshalp zoɡɑɾ fɔn aɪnɜ epidemi,spɛjɐ ke ɾɛdɛtɾum sɔkafɔnɾɛ ɛpidɛmɛ,das beɑɡe ʃpɾɪçt dɛshalp zoɡɑɾ fɔn aɪnɜ epidemi
7434adf8-538b-48d6-8bab-c1af135ce063/e9442ac4174b37f3b165fa165fe72ea6a090cf0aca350befd3c043f33f6b40cd.mp3,Ostschweiz,Nicht ganz zufällig besucht man den lokalen Alfa-Romeo-Händler.,nɪçt ɡants tsufɛlɪç bəzuxt man den lokɑlən alfɑromeohɛndlɜ,nʏkt gants tsʊɾfelɪk hɛnmɾtə lʊkɾɑlɪ alveɾʊmeɾ hɛnlɔbsurt,nɪçt ɡants tsufɛlɪç bəzuxtə man den lokɑlə alfɑ romeo hɛndlɜ
7f4b1ca8-c652-4056-96fb-f02e82182574/901dcd1a2bcb97a6fd690196ba2b5086357d742211346925e8377c7af2d1fb84.mp3,Ostschweiz,Das britische Unterhaus hat diese Woche der Aufnahme von Brexit-Verhandlungen zugestimmt.,das bɾitɪʃə ʊntɜhaʊs hat dizə vɔxə dɛɾ aʊfnɑmə fɔn bɾɛksɪtfɛɾhandlʊŋən tsuɡɛstɪmt,tsɪntɪʃə ʊntɛhos hɛt tiɾ vuxɛt ufnɑm fɔr de pɾɛksɪt fɔrhandlɪgɛ tsuɾgʃtɪmt,das bɾitɪʃə ʊntɜhaʊs hat dizə vɔxə dɛɾ aʊfnɑmə dɛɾ bɾɛksɪtfɛɾhandlʊŋən tsuɡɛstɪmt
0bda2f56-850b-4930-9370-89ba5bb5e80a/55abd3e31e0865467d3d2811c4b8a46a9da2b81e60146020acc731aec4ab18cb.mp3,Ostschweiz,Das Urteil wird voraussichtlich am 1. Mai eröffnet.,das ʊɐtaɪl vɪɾt foraʊszɪçtlɪç am aɪns maɪ ɛɾœfnət,tsuɾtɑl vɪɾt vaʊs ɛxtləxən meɾʃtə maɪɾəf nɪt,das ʊɐtaɪl vɪɾt foraʊszɪçtlɪç am eɾstən mɑl ɛɾœfnət
248e0121-1803-4980-a746-17ffbd799791/78c4b3eeb90f131dbafdcc07b648906f91825bc393a196bfe41837ea87025eeb.mp3,Ostschweiz,Vielleicht hat er sich zu dieser Aussage hinreissen lassen.,fɪlaɪçt hat ɛɾ zɪç tsu dizɜ aʊszɑɡə hɪnraɪsən lasən,fylixt haɪn taɪn zɪçt zerɑ jusɑk hirɪsə laʊx,fɪlaɪçt hat ɛɾ zɪç tsu dizɜ aʊszɑɡə aɪn raɪsənlaʊx
684dd9cf-2844-407b-9a7f-12e7b559773f/e720a6bc5a8510f4062eacc1f5e8be7b450d8198a19de8a5b1867dbff123dc18.mp3,Ostschweiz,Im Bereich der Investitionen wurden die geplanten Schwerpunkte weitergeführt.,ɪm bəraɪç dɛɾ ɪnvɛstitsjonən vʊɐdən di ɡəplantən ʃveɾpʊŋktə vaɪtɜɡəfyɾt,ɪm bəraɪç dɛn vɪstitsɪʊnən zɪntə blandə ʃvɛpʏnkçt vitən gfyɾtɛɾ,ɪm bəraɪç dɛɾ ɪnvɛstitsjonən vʊɐdən di ɡəplantən ʃveɾpʊŋktə vaɪtɜɡəfyɾt
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/6ba66f466c2c778c1c86d481ed8e127ba925ebb0f10248e1512953218c515e89.mp3,Ostschweiz,Ich sehe ein Thema und packe an.,ɪç zeə aɪn temɑ ʊnt pakə an,ɪç ɪçtə ɛs temɑ ʊnt pɑkzɑ,ɪç zeə aɪn temɑ ʊnt pakə ɛs an
684dd9cf-2844-407b-9a7f-12e7b559773f/a19e25607b78c76035c6c1ee23daebd0d4fc83c3b0124157d383fa124c0e5579.mp3,Ostschweiz,Die Fraktion CVP stimmt dieser Kreditabrechnung zu.,di fraktsjon tsefaʊpe ʃtɪmt dizɜ kɾeditabɾɛçnʊŋ tsu,ɪt fɔktsiontsefɔpɪɛʃtɛm tɛrə kɾidid abɾɛçnɪk tsul,di fraktsjon dɛs efaʊpe ʃtɪmt dizɜ kɾeditabɾɛçnʊŋ tsu
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/cc9e1a2d6d11e6d14880350e5f3b18b2383620ed6432ece2bc44160b86d62234.mp3,Ostschweiz,Berichte über grössere Schäden oder Verletzte lagen nicht vor.,bərɪçtə ybɜ ɡɾœsərə ʃɛdən odɜ fɛɾlɛtstə lɑɡən nɪçt fɔɾ,pɾɪçtə bəkɾøs rɪʃaɪdə ɑldə vəlɛtst di zi nɛt vɑɾgləkə,bərɪçtə ybɜ ɡɾœsərə ʃɛdən odɜ fɛɾlɛtstə zɪnt nɪçt foɾɡəleɡən
7434adf8-538b-48d6-8bab-c1af135ce063/d311636fa4351fee88c293b580304a7ad8ed81464aa96dfac8c9586fe934bcd8.mp3,Ostschweiz,"Ich hoffe, dass das auch Einige im Einwohnerrat sehen.",ɪç hɔfə das das aʊx aɪnɪɡə ɪm aɪnvonɜrɑt zeən,ɪ hof das das aʊɛnɪgə mivɔn ɔɾt gsɛnt,ɪç hɔfə das dis aʊx aɪnɪɡə ɪm aɪnvonɜrɑt zent
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/eec704b2a9aaf30d663c951842e8a2df4585abc3c6e2d5ab9271bd534cf5d253.mp3,Ostschweiz,Nach mehreren Anläufen ist der Stadtrat einmal mehr den verschiedensten Anliegen nachgekommen.,nɑx merərən anlɔøfən ɪst dɛɾ ʃtatɾɑt aɪnmɑl meɾ den fɛɾʃidənstən anliɡən naxɡekɔmən,nɔx mel aɾɔøf ɪs dɛɾ statɾɑt aɪmɛl me dɛn aɪnə fɛɾʃidənstə alligən naʊxu,nɑx merərɜ anlɔøfə ɪst dɛɾ ʃtatɾɑt aɪnmɑl meɾ den fɛɾʃidənstən anliɡən nɔx kaʊm
72911186-8b0e-4c0b-af3d-4d8765072930/93a5ea18e9d742c3eab4e907663e635c71bfedb3abf728547830e8f989136757.mp3,Ostschweiz,Und das ist offenbar kein ganz so leichtes Unterfangen.,ʊnt das ɪst ɔfənbɑɾ kaɪn ɡants zo laɪçtəs ʊntɜfaŋən,ʊnt dɑ sɪç ɔfəbɑg χɛɾə gants soləçt tsʊŋgəfaŋən,ʊnt das ɪst ɔfənbɑɾ kaɪn ɡants zo laɪçtəs ʊntɜfaŋən
831d404d-b189-42b6-8120-073c1f8af73c/5cd07efc24be6b923c7c546450bda9fd9fa643a805ca95703961d4e85a51d630.mp3,Ostschweiz,Du bist ein grosser Weinliebhaber.,du bɪst aɪn ɡɾɔsɜ vaɪnliphɑbɜ,tu biʃ ɪn gɹɔs seɪ bi liɛ pabɔr,du bɪst aɪn ɡɾɔsɜ vaɪnliphɑbɜ
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/6660c8738049bb509b4e4cb3e3327ef9a77e22cefce91b5055b6718483f1b6cd.mp3,Ostschweiz,Im zweiten Teil wurde den Probanden ein ähnliches Quiz vorgesetzt.,ɪm tsvaɪtən taɪl vʊɐdə den pɾobandən aɪn ɛnlɪçəs (en)kwɪz(de) foɾɡəzɛtst,ɪm tsvaɪtɪnaɪl ɪçt ɪn pɾobandɛnəɪs ɛnlɪçt kvis fɔɾgzətst vɔɾdə,ɪm tsvaɪtən taɪl vʊɐdə den pɾobandən aɪn ɛnlɪçəs (en)kwɪz(de) foɾɡəzɛtst
7f4b1ca8-c652-4056-96fb-f02e82182574/4445b194beb05802d333232f314d21e33bfdae29084f7cfb2cc5a715f96812e0.mp3,Ostschweiz,Laut Anklage soll er seine ehemalige Freundin geschlagen haben.,laʊt anklɑɡə zɔl ɛɾ zaɪnə eemɑlɪɡə frɔøndɪn ɡəʃlɑɡən hɑbən,ɛs ɑklɑk zøl ɛɾ zin ehɪm hɑləgɪ frøndɪn gʃlɑkə hɑr,laʊt anklɑɡə zɔl ɛɾ zaɪnə eemɑlɪɡə frɔøndɪn ɡəʃlɑɡən hɑbən
831d404d-b189-42b6-8120-073c1f8af73c/5c7b475f738e924c2d534ac989a79addf21f37c525287a60e29c73b7d4394c92.mp3,Ostschweiz,Vielleicht war Malcolm Young nie wirklich da.,fɪlaɪçt vɑɾ malkɔlm juŋ ni vɪɾklɪç dɑ,filɪçtɪ ʃtɛm ɑlkɾɔm jan niɾ bəɾɔçt dɔgzɪ,fɪlaɪçt vɑɾ malkɔlm juŋ ni vɪɾklɪç dɑ
684dd9cf-2844-407b-9a7f-12e7b559773f/79b4eb2a08165d9222cc8904e26051c4125753f8109bcd1a5197c6a13e527ee0.mp3,Ostschweiz,Für die SP hingegen geht der Pranger zu weit.,fyɾ di ɛspe hɪnɡeɡən ɡet dɛɾ pɾaŋɜ tsu vaɪt,fyt aɪsbegegɛgə gɔte bəranɑtsvit,fyɾ di ɛspe hɪnɡeɡən ɡet pɾaŋɜ tsu vaɪt
684dd9cf-2844-407b-9a7f-12e7b559773f/e248b62660f1cc15827e41b37217c6bd89585ff9d990943d48104882af3f5b5b.mp3,Ostschweiz,Eine Entscheidung wird am kommenden Dienstag erwartet.,aɪnə ɛntʃaɪdʊŋ vɪɾt am kɔməndən dinstɑk ɛɾvaɾtət,ɛɾ ɛntʃaɪtɪgə viɾt dan kɔmən ɪn tsistɪgə ɛɾvaltət,aɪnə ɛntʃaɪdʊŋ vɪɾt am kɔməndən dinstɑk ɛɾvaɾtət
937d2af6-fc16-47b1-a53b-4dee4accc211/6197b394b1c0291d081d0403af1f97c9e0ef1f3d81c4e56487731df0613675c2.mp3,Ostschweiz,Die meisten Misshandlungen bleiben unbemerkt.,di maɪstən mɪshandlʊŋən blaɪbən ʊnbəmɛɾkt,di maɪʃtə mɪs handlɪgə blibət ʊmbəmɛɾkt,di maɪstən mɪshandlʊŋən blaɪbən ʊnbəmɛɾkt
937d2af6-fc16-47b1-a53b-4dee4accc211/9880bac5b0ab629a1b05a501fb60ee978a39d805fe073046409ddfac23a581cb.mp3,Ostschweiz,Herausfordern sollte man dies aber nicht.,hɛraʊsfɔɾdɜn zɔltə man dis ɑbɜ nɪçt,u sɛvɑn tə ʁɛsyp mɑtasa apɑ nyt,haʊsfɔɾdɜn zɔltə man dis ɑbɜ nɪçt
0bda2f56-850b-4930-9370-89ba5bb5e80a/a4ccd99e4355c05b4889c2abe75277508ca1d82968e31fa146a0690ad330b949.mp3,Ostschweiz,Aber ich möchte diese Frage beantwortet haben.,ɑbɜ ɪç mœçtə dizə frɑɡə bəantvɔɾtət hɑbən,ɑbɪməxt di fɔɾk bɛɾnpɔtə tɑ,ɑbɜ ɪç mœçtə dizə frɑɡə bəantvɔɾtət hɑbən
a677eda9-7709-4c9d-8656-e7b665140f3b/bd390ac018afcb4758d2f4bf89fdef95d79e25e9395c2ad06fbd4ec9221b1e3f.mp3,Ostschweiz,Du sagst dann am Sonntagnachmittag oder Montagmorgen ab.,du zɑkst dan am zɔntaɡnaxmɪtɑk odɜ mɔntaɡmɔɾɡən ap,du zaɪstən ʊm zʊntɪgnɔmɪtɑk odɛɾm mɛntɪgnɔgɛ ap,du zɑkst dan am zɔntaɡnaxmɪtɑk odɜ am mɔntaɡmɔɾɡən ap
248e0121-1803-4980-a746-17ffbd799791/6a54226480ef066b36d00719210a5c0f772864aecf3b5b3c75eae303234b723a.mp3,Ostschweiz,Ich danke für die Zustimmung zum Jahresbericht und der Rechnung.,ɪç daŋkə fyɾ di tsuʃtɪmʊŋ tsʊm jɑrɛsbərɪçt ʊnt dɛɾ rɛçnʊŋ,ɪç tɑŋkə fyɾ tsuɾʃtemmɪç tsʊm jɑɾləs brɪçt ʊn dɛraɪçnɪç,ɪç daŋkə fyɾ di tsuʃtɪmʊŋ tsʊm jɑrɛsbərɪçt ʊnt dɛɾ rɛçnʊŋ
0bda2f56-850b-4930-9370-89ba5bb5e80a/a72223fb5719ae64ee0cc15acb6e01c93956ffd4a2469288cbfab04a135354a1.mp3,Ostschweiz,Nun wagen immer mehr Betroffene den Schritt zum plastischen Chirurgen.,nun vɑɡən ɪmɜ meɾ bətɾɔfənə den ʃrɪt tsʊm plastɪʃən çirʊɐɡən,mɔɾ vɔgənt ɪm mɑme pətrɔfni dɛɾ ʃrit tsʊm blastɪʃə χiɾog,nuɾ vɑɡən ɪmɜ meɾ bətɾɔfənə den ʃrɪt tsʊm plastɪʃən çirʊɐk
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/b83a00ae0226613c0295d8fef6307a4abe20b6f0e00f3062356c5935161c5cfe.mp3,Ostschweiz,Die Fluktuation ist ein Zeichen dafür.,di flʊktuatsjon ɪst aɪn tsaɪçən dɑfyɾ,ɪnə fluktuatsɪon ɪnzəs tsaɪçətə fyɾ,di flʊktuatsjon ɪst aɪn tsaɪçən dɑfyɾ
0bda2f56-850b-4930-9370-89ba5bb5e80a/414420356ed032a99975ba66c7ef99a3240685a40a7adc6fe1807c1f7700179a.mp3,Ostschweiz,Die Reise der beiden Frauen führte zunächst von Toronto nach Grossbritannien.,di raɪzə dɛɾ baɪdən fraʊən fyɾtə tsunɛçst fɔn torɔnto nɑx ɡɾɔsbɾitanɪən,tɾaɪs fɛr dɛbaɪdɛ fraʊə fyɾpt du vɛrʃ ʃo dɛrʊnt ʊzprɪtanniɛ,di raɪzə dɛɾ baɪdən fraʊən fyɾt tsʊm baɪʃpil fɔn dɑrʊntɜ nɑx ɡɾosbɾitanɪən
684dd9cf-2844-407b-9a7f-12e7b559773f/fea7a3770985229c1c7d83351a9b55189985d13d4eb4844cac0f8fa08610e793.mp3,Ostschweiz,"Es gibt schon andere Gemeinden, die das tun.",ɛs ɡipt ʃon andərə ɡəmaɪndən di das tun,ɪs gitʃə andrik maɪnət odɑs mɪçət,ɛs ɡipt ʃon andərə ɡəmaɪndən di dis tun
937d2af6-fc16-47b1-a53b-4dee4accc211/881c21014908d5264f6f0dd978be3cf9fe2765934deb3d83d939d25cd7149a25.mp3,Ostschweiz,Die Metapher fand ich schön.,di metɑfɜ fant ɪç ʃøn,di mɛktɑffɔrɑni ʃønfʊndə,dizə metɑfɜ fant ɪç ʃøn
831d404d-b189-42b6-8120-073c1f8af73c/29b7e920b76317845ca4c9bb8d144d02056a0a91df38d3db186a0a6608a2c963.mp3,Ostschweiz,"Vielen Dank für das Votum des Finanzkommissionspräsidenten, François Chapuis.",filən daŋk fyɾ das votum dɛs finantskɔmɪsɪonʃpɾɛzidɛntən fransoɪs ʃɑpuɪs,filə dant fyɾ das votʊŋ fɔn filants kɾomɪsɪʊnts pɾɛzɪgɛnt frɔsvɔs ʃaɾpil,filən daŋk fyɾ das votum dɛs finantskɔmɪsɪonʃpɾɛzidɛntən fransoɪs ʃɑpuɪs
831d404d-b189-42b6-8120-073c1f8af73c/c51b16280796c722e2812afeebce8a9174c986ed5c69f31f7b99fa689a2e60a3.mp3,Ostschweiz,Jeden hat es irgendwo getroffen.,jedən hat ɛs ɪɾɡɛndvo ɡətɾɔfən,jɛtə hɛks ɪɾtən vo tɾɔfə,jedɜ hat ɛs ɪɾɡɛndvo ɡətɾɔfən
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/8e2f1d62372381832c1117952d701a23abc21dacf9919dc715a5211ff4728553.mp3,Ostschweiz,Andere Dinge wären aus finanzieller Sicht viel interessanter gewesen.,andərə dɪŋə vɛrən aʊs finantsjɛlɜ zɪçt fil ɪntərɛsantɜ ɡəvezən,andəri zaxə vɛɾɛdʊs finɛntsɛlə zixt fil ɪntɛsɑntɔksɪ,andərə dɪŋə vɛrən aʊs finantsjɛlɜ zɪçt fil ɪntərɛsantɜ ɡəvezən
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/ba4c4b6166492858e86cea9742a5fed32abd3ea309dc26ee140dd76a0dd650a7.mp3,Ostschweiz,Viele dieser Studien verfolgten die Kinder sogar bis ins Erwachsenenalter.,filə dizɜ ʃtudɪən fɛɾfɔlktən di kɪndɜ zoɡɑɾ bɪs ɪns ɛɾvaxzənɛnaltɜ,fili fɔɾ denə ʃtutiɾ ɛnt kɪnt zogɑ bizɪzɛɾ vɑksənən ɑlta fɛɾfolkt,filə dizɜ ʃtudɪən fɛɾfɔlktən di kɪndɜ zoɡɑɾ bɪs ɪns ɛɾvaxzənɛnaltɜ
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/ed1499d1601c42e2866d5629e07b55db3f375be5df5647f49e6b5853f3b5730f.mp3,Ostschweiz,Um 10.40 Uhr setzt die Maschine auf.,ʊm tsen fɪɾtsɪç uɾ zɛtst di maʃinə aʊf,ʊm tsɛnɪ fiɾtskuɾ sets maʃinən uf,ʊm tsen fɪɾtsɪç uɾ zɛtst di maʃinə aʊf
72911186-8b0e-4c0b-af3d-4d8765072930/adad96b9a6124c613950dd82d9fb13cd5a7194bf422b7eeaa1c716f3a4ae20b1.mp3,Ostschweiz,Der Einwohnerrat hat das Eintreten beschlossen.,dɛɾ aɪnvonɜrɑt hat das aɪntɾetən bəʃlɔsən,tsivɔ nɔɾ hɑnt hɛts i tɾɛttə bɛʃlɔsə,das aɪnvoneramt hat das aɪntɾetən bəʃlɔsən
7f4b1ca8-c652-4056-96fb-f02e82182574/9ad437b3de65d0b2a8777bf64d3b68d5a0cffa82346b128b8091de6be2d6f36c.mp3,Ostschweiz,Das Design ist aber nur die halbe Miete.,das dɪzaɪn ɪst ɑbɜ nuɾ di halbə mitə,estisain iʃ apondwɔti halpi miɛti,aɪn dɪzaɪn ɪst ɑbɜ nuɾ di halbə mitə
