path,dialect_region,sentence,transcription
acf67674-c912-42c0-ba3c-f85e2db965ac/c0495f6607a728fb332e3d8e88dad91e3969713863f5a902f9f95de9aff21d1b.mp3,Innerschweiz,Gefilmt wurde aus der Ich-Perspektive., Gefilmt wurde aus der Ich-Perspektive.
acf67674-c912-42c0-ba3c-f85e2db965ac/d785b21f98f450cbe516145bf8c715eef640581dfb7de07b01f091252a930ed3.mp3,Innerschweiz,Ganz lieber Dank für alles., Ganz lieben Dank für alles!
5184dba3-c5e1-4570-ba26-62176e8c8dcc/faf642c22e00b3b8d0317e16ec44c5cb455d3b9953a99b4c2e1f4b3a26fe072d.mp3,Innerschweiz,Die Rede ist von Weltraum-Tankstellen., Die Räte ist von einer Weltraumtankstelle.
00a66c88-24cf-4cf9-90f0-534c67e92d7d/0b346ee88a685057007fa2d1fa4dced9c9d57d6511dcb61a2de8236ae1d95507.mp3,Innerschweiz,Das kompakte Buch 'Rechnung der Einwohnergemeinde'., Das kompakte Hochrecht von der Einwohnergemeinde.
00a66c88-24cf-4cf9-90f0-534c67e92d7d/42d55ad3fb40e801b4abb39382a2fdca2fb7ec8ab82997690ed0cd0a13937eb2.mp3,Innerschweiz,Allerdings sollen keine neuen Geschichten mehr veröffentlicht werden., Allerdings sollen keine neuen Geschichten mehr veröffentlicht werden.
5184dba3-c5e1-4570-ba26-62176e8c8dcc/fc28520cdd302121fd80aaa8a2398846df7bc94a0a1e1680836929e782cc3428.mp3,Innerschweiz,Immer muss man fokussiert sein., Immer muss man fokussiert sein.
5184dba3-c5e1-4570-ba26-62176e8c8dcc/e8c70f4c80851673b8a878b5d15510952f476ff96c1791bc78fd6c8b241374e4.mp3,Innerschweiz,Oder ist es eine Steuer?, Oder ist das ein Stuhl?
4a8346e7-fa21-49b9-9a6f-c69ef828a68c/cd2a5c79dc56f2dcd5c071d1513acb213e65903ddb90d2ddd937ae331d06cb28.mp3,Innerschweiz,Bis zur Stunde gibt es bei Bianchi keine Anzeichen auf Besserung., Bis zur Stunde gibt es bei Anki keine Anzeichnung auf Besserung.
572e7297-d4c8-4e20-a857-9a7d71f6ae65/7aaa06d91e285410b762317c4dddc29588e455d6035c6fbe85118c5439ab5d9f.mp3,Innerschweiz,Wollen Sie ihre Erkenntnisse am Leben erhalten?," Wenn Sie Ihre Erkenntnis am Leben erhalten,"
acf67674-c912-42c0-ba3c-f85e2db965ac/dfa90d12c627c904a2292753deecc72fe40a286a807db266f5e676a59ccea3f1.mp3,Innerschweiz,Roboter-Ingenieure aus Europa könnten den Asiaten bei der Entwicklung behilflich sein., Roboteringenieure aus Röupen könnten Asiaten bei der Entwicklung behilflich sein.
4a8346e7-fa21-49b9-9a6f-c69ef828a68c/83d886f6ae7b62ac3840b21baf2b4155cc17bcf91843e5b6e7b5838d2ebbb8a6.mp3,Innerschweiz,Aber das wird nicht auf Dauer so sein., Aber das wird nicht auf Tour so sein.
5184dba3-c5e1-4570-ba26-62176e8c8dcc/d2462d2f4299fbdb64f63d677cbb9dd27a9f234aaf6ecca6eac1613616df1221.mp3,Innerschweiz,Ohne diese wäre er gar nicht gekommen., Ohne die wäre er gar nicht gekommen.
aa7d9d2c-90d3-41f9-a92e-f07b93765f8b/ee59ddd363a3e3ce1519c328ffe924f831b8c85d1db25b4ad08e61acdc7aee98.mp3,Innerschweiz,Es braucht viel mehr Lehrer als geplant., Es braucht viel mehr Lehrer als geplant.
31cab952-98eb-45cb-a243-c951519c5c40/3e06a79e02054e997d8e961959bdc3bf840886001e78a5c9eb63a381c4991960.mp3,Innerschweiz,Mit den Frauen kann mans ja machen., Mit den Frauen kann man es ja machen.
572e7297-d4c8-4e20-a857-9a7d71f6ae65/127f63d273e568bd381536f4b0039d6a31e8827621644e542dc8f251bb146ad6.mp3,Innerschweiz,Ich werde jetzt also den Stichentscheid fällen., Ich werde also jetzt den Stich entscheiden.
b1c3bd44-1b5a-416c-aebf-42cded0ab19d/e4e6a39cdef1aa1b863ee28544eb1d83f56f2017d81b1eeed95ebb6c0c736e36.mp3,Innerschweiz,Damals schien die Corona-Krise schon fast überwunden., Hier hat die Corona-Krise schon fast überwunden geschehen.
572e7297-d4c8-4e20-a857-9a7d71f6ae65/89473bddb039b80d157a6eb922b80f9dc7c46621809f92b9928522bcda75b633.mp3,Innerschweiz,"Das Aktienkapital betrug 30 Mio. Franken, die Eigenkapitalquote rund 61 %.", Das Aktienkapital war 30 Mio. Fr. Die Eigenkapitalquote rund 61%.
aa7d9d2c-90d3-41f9-a92e-f07b93765f8b/8e18a23e1c7b1086efcb43fcb663b62c44928e5dad48614b74536b90358b2cc4.mp3,Innerschweiz,Vor allem in der Sommerzeit muss das Engagement noch grösser werden., Vor allem in der Sommerzeit muss das Engagement noch grösser werden.
72725555-9e5d-436a-b311-25048bc0c594/86cce8c01ce02f96a2d9b59c489bf427d211b03f45edabcc404d31925c375690.mp3,Innerschweiz,Der Supreme Court solle nun entscheiden., Der Supreme Court soll jetzt entscheiden.
005039b8-898f-48d8-b7cc-8a16bd1055c8/3e4f1f2df93c6147f310d6b3a35014856f7b900a8bfd4a84c4e94c88589fe187.mp3,Innerschweiz,Ein solches Stil erscheint enorm praktisch für die Massenproduktion., Ein solcher Stil scheint enorm praktisch für die Wasserproduktion.
572e7297-d4c8-4e20-a857-9a7d71f6ae65/6f3ae26ce457d7fd4028a283f251094e5c332694e2851b63d1785968cd2e9816.mp3,Innerschweiz,Sie haben ihrerseits eine Klage eingereicht., Sie haben einerseits die Klage eingereicht.
aa7d9d2c-90d3-41f9-a92e-f07b93765f8b/b9305b471530db4a62a6da86db9d8af84533aedc338a0670c62731b6e8fa3982.mp3,Innerschweiz,Sie zählen rund 24 000 Mitglieder., Sie zählen rund 24'000 Mitglieder.
005039b8-898f-48d8-b7cc-8a16bd1055c8/03748945e65b129d73c14e7a4716a2b9c347259201167028ef94cedd1b4ba21f.mp3,Innerschweiz,Für die letzte Sitzung musste sich Martina Niggli kurzfristig abmelden., Für die letzte Sitzung musste sich Martina Nicli kurzfristig anmelden.
acf67674-c912-42c0-ba3c-f85e2db965ac/f444d9c85fcda075d137d54152129c3508a0458509bcc5bf9bf88947ab5d59d3.mp3,Innerschweiz,"Ich äussere mich dazu, weil die Befangenheitsdiskussion immer wieder ein Argument ist."," Ich äussere mich dazu, weil Befangenheit und Diskussion immer wieder ein Argument sind."
005039b8-898f-48d8-b7cc-8a16bd1055c8/41d77ae57a418fa325b7c0c68d8309541d3f98c408de8105b1e3ca3463771094.mp3,Innerschweiz,Da spreche ich mich für den Wettbewerb aus., Da spreche ich mich für diesen Wettbewerb aus.
aa7d9d2c-90d3-41f9-a92e-f07b93765f8b/ea76f7b7f6949b505de402c57f97f3f9fb232249fe92893fb1b0976d485e8d40.mp3,Innerschweiz,Wie gefällt Ihnen die neue Rihanna?, Die Erfahrung von Neurihena.
572e7297-d4c8-4e20-a857-9a7d71f6ae65/697b7e6f2819a4bc626634228a9fd2855906649d67730b2c4387c2e51b9f3d82.mp3,Innerschweiz,"Heute wissen sie, dass die SSA eine grosse Unterstützung ist."," Heute wissen Sie, dass die SSA eine grosse Unterstützung ist."
aa7d9d2c-90d3-41f9-a92e-f07b93765f8b/82718e894c4c1188bd4358a3563f331e5e0d58701bb4959e2ba5aa91024bcbd8.mp3,Innerschweiz,Dieses Mal zum Glück nicht die Stadt Aarau., Diesmal zum Glück nicht die Stadt Aarau.
5184dba3-c5e1-4570-ba26-62176e8c8dcc/e032f485ad8ff396165188c4aa84cbf8903d996a744f77f84f2430f2907276d6.mp3,Innerschweiz,Dieses Ritual für die oft recht hohen Preise gehört dazu., Das Ritual für die oft recht hohen Preise gehört dazu.
5184dba3-c5e1-4570-ba26-62176e8c8dcc/813ac26db91d6186e9a3974fc728ecebae1e6388a9b6e624ec290c73d4aabf99.mp3,Innerschweiz,Dagegen spricht nicht nur die lange Tradition der US-Autoindustrie., Gegen das spricht die Norde die lange Tradition der US-Autoindustrie.
aa7d9d2c-90d3-41f9-a92e-f07b93765f8b/9cc84fa87add01b6563786bba8d3b9063b7b9248539668d826a4388623127740.mp3,Innerschweiz,Die beiden Astronauten reden mit ihm wie mit einem Menschen., Die beiden Astronauten reden mit ihm wie mit einem Menschen.
572e7297-d4c8-4e20-a857-9a7d71f6ae65/7f43123343bf7697b984b8aa5c7144f7871fc628066e949d08b729d3dba0036d.mp3,Innerschweiz,In diese Region führte sie über ein Drittel mehr Produkte aus., In dieser Region hat sie über ein Drittel mehr Produkte ausgeführt.
550cc4a1-5cb1-4240-8689-f6f14c617a31/9a25e5300162433d498f34d6897000f7420a543bf62977ca8898d97dfbbd8bf8.mp3,Innerschweiz,Ich war dabei., Ich bin bei dir gewesen.
572e7297-d4c8-4e20-a857-9a7d71f6ae65/5835d45a793bf6c41efcdd580edfb9335233e0d0cb68ce069ffaa32eb0f49b92.mp3,Innerschweiz,Aber irgendwie muss ich ja reagieren., Aber irgendwie muss ich ja reagieren.
4a8346e7-fa21-49b9-9a6f-c69ef828a68c/b24305514e47f543bcfdeecd411c76007d82cd97cbe94e73d3d0e521e6e3e628.mp3,Innerschweiz,Die Antwort befriedigt den Anfragesteller nicht., Die Antwort befragt den Antragsteller nicht.
31cab952-98eb-45cb-a243-c951519c5c40/3a1405987962fc21f932bb2a7cf8d009122dde82d26c9f472898025de2dad1de.mp3,Innerschweiz,Schliesslich habe man ja eine Vorbildfunktion für die Jungen., Schliesslich hat man ja eine Vorbildfunktion für die Jungen.
00a66c88-24cf-4cf9-90f0-534c67e92d7d/a2756f24b0e2cc4cc972f4973110538afa3a6539454f267685c85b22b97546d5.mp3,Innerschweiz,Trotzdem werden Hunderte nicht erreicht und nicht geweckt., Trotzdem werden Hunderte nicht erreicht und nicht geweckt.
5184dba3-c5e1-4570-ba26-62176e8c8dcc/d19b0419698746906af8b332aa82ca71363242e138313f3929d5a64516b15e8b.mp3,Innerschweiz,Viel mehr verraten die Stuttgarter zum neuen Modell noch nicht., Viel mehr verrät Stuttgarter zum neuen Modell noch nicht.
31cab952-98eb-45cb-a243-c951519c5c40/703afdf9da9508be00a998018e1cd17c845bd5df3b7d638263e940f168e9e025.mp3,Innerschweiz,In Wettingen läuft LOWA., In Wettige lauft Lowa.
550cc4a1-5cb1-4240-8689-f6f14c617a31/cf9a5d96b972736df33c836288542486157efb9f5485b6ec0b13ccef2f0a2b8c.mp3,Innerschweiz,"Egal ob bei den Schulen, Infrastruktur, Soziales, Kultur und Sport."," Egal ob bei Schule, Infrastruktur, Soziales, Kultur und Sport."
72725555-9e5d-436a-b311-25048bc0c594/615603e0019fb71a5581b650de6056a4a87afce8fe160f6a15a1a34355c50384.mp3,Innerschweiz,Für die Kommission sind die Ursachen nicht ganz klar., Für die Kommission sind die Ursachen noch nicht ganz klar.
5184dba3-c5e1-4570-ba26-62176e8c8dcc/bf165271f22b744f51d805c5e809d197e46da33e1f250562882065ab2b7a3ea9.mp3,Innerschweiz,Man geht von einem Urteil Ende Mai aus., Mehr geht von meinem Urteil Ende Mai aus.
aa7d9d2c-90d3-41f9-a92e-f07b93765f8b/a91750af6e686d8b9e710250709e4ba0de6dae412e8b0df1c32bdf184150403e.mp3,Innerschweiz,Die Prüfung und Beratung erfolgt dann an der nächsten Sitzung der FGPK., Die Prüfung und Beratung erfolgt dann an der nächsten Sitzung der FGPK.
72725555-9e5d-436a-b311-25048bc0c594/a2c6cd0c1fbf1a91db7f702cc5f6cc6107b263e393313c214535465f2735ab39.mp3,Innerschweiz,"Was lange währt, wird endlich gut."," Was lang währt, wird endlich gut."
72725555-9e5d-436a-b311-25048bc0c594/7c87a62bdbdd8149b2943b05fcbe20449c1db341604ddf2f88b7b6f962e9d929.mp3,Innerschweiz,In Paris hat er angefangen mit Fotografieren., In Paris hat er angefangen mit Fotografieren.
572e7297-d4c8-4e20-a857-9a7d71f6ae65/7c0da192c676e5c5967ff7b6c93582d1e268ea0f35d3ac1331f905e6cff09268.mp3,Innerschweiz,Gleiches gilt laut Jordan auch für den Immobilienmarkt., Das Gleiche gilt laut Jordan auch für den Immobilienmarkt.
572e7297-d4c8-4e20-a857-9a7d71f6ae65/7d84fd0c5170ad27c23cc79b045997815b56e896825704b3f6e0b480a65a7142.mp3,Innerschweiz,Darüber sind wir in Diskussionen mit der Politik., Über das sehen wir in Diskussionen mit der Politik.
005039b8-898f-48d8-b7cc-8a16bd1055c8/33a5f192afef33342b3939e674aad54f5b92ed07121d429bbce59fae506d80c6.mp3,Innerschweiz,Und du siehst diese unglaublich gut aussehenden Frauen., Und du siehst die unglaublich gut aussehenden Frauen.
aa7d9d2c-90d3-41f9-a92e-f07b93765f8b/c3790f966a65a7c5dcc69a88ce9b54d473269553525e4b4c1d319cabae2e3924.mp3,Innerschweiz,Der Graben wurde von der Polizei abgeriegelt., Der Graben wurde von der Polizei abgeriegelt.
005039b8-898f-48d8-b7cc-8a16bd1055c8/377535d8a160824b574efcc63fb05d036403edfb8af774d6d247849aa205024c.mp3,Innerschweiz,Sondern er will auch technisch neue Standards setzen., sondern er will auch technisch neue Standards setzen.
31cab952-98eb-45cb-a243-c951519c5c40/7630ff9048bcdb1287009159ce288a276f0d40b17c0c5b1ce5ad8fa2f5293e81.mp3,Innerschweiz,Wir haben weniger Geld ausgegeben als geplant und mehr eingenommen als gehofft., Wir haben weniger Geld ausgegeben als geplant und mehr eingenommen als gehofft.
72725555-9e5d-436a-b311-25048bc0c594/7784d4b3264b93c3ca166ce11a7e9ab21cec92e6da8eb844fdd92338790a63b5.mp3,Innerschweiz,Jetzt zum Projekt., Jetzt zum Projekt.
aa7d9d2c-90d3-41f9-a92e-f07b93765f8b/e49e34e5320a524132d1cdf8e304299ed8dd5255d7850a4a5820eb8a9d57edcf.mp3,Innerschweiz,Vielleicht gefällt euch aber eine moderne Version besser., Vielleicht gefällt euch aber eine moderne Version besser.
72725555-9e5d-436a-b311-25048bc0c594/7ff5cde92869f9fab2c19e218ccb75112327532e41eb8ab1208f18967782b664.mp3,Innerschweiz,Alle Elemente sind gesteckt und geschraubt., Alle Elemente sind gesteckt und geschraubt worden.
005039b8-898f-48d8-b7cc-8a16bd1055c8/5c303ae1afd022dfb2c7b09ec31f3ed42f74b213b9cd65860e52304de802e2b1.mp3,Innerschweiz,Worauf auch ihr 25-jähriger Freund an die Reihe kam., Woran aber auch ihre 25-jährigen Freunde an die Reihe kamen.
72725555-9e5d-436a-b311-25048bc0c594/a8ec64ccec2e9b1341b03495be4c8767ebc7fcce1b7288dc59024e73fc5af670.mp3,Innerschweiz,Die zwei mutmasslichen Täter flohen auf Motorrädern., Die zwei mutmasslichen Täter sind aus Motorrädern geflohen.
72725555-9e5d-436a-b311-25048bc0c594/96307c32035cd6d303d95d83375cdd1d3b9541e2610f340ac3bb6d55118af534.mp3,Innerschweiz,Ich fühle mich der Schweiz sehr verbunden., Ich fühle mich mit der Schweiz sehr verbunden.
550cc4a1-5cb1-4240-8689-f6f14c617a31/b618fae6226444b90007fc6029f0c72390ca6a4857aee89d116a354da7aa6a05.mp3,Innerschweiz,Aber er ist kein Leader., Aber er ist kein Leader.
aa7d9d2c-90d3-41f9-a92e-f07b93765f8b/ad41ae9e9ca05fe607b507c43d82ef452372a76786678a4119e4bf107b936114.mp3,Innerschweiz,Darum flüchten sie nach Europa., Darum flüchten sie nach Europa.
005039b8-898f-48d8-b7cc-8a16bd1055c8/4b67bd7d0c84ddc027e570e06ac15b6ae5e6e143f3c71500c27751fef4699ced.mp3,Innerschweiz,Gerade viel ist davon nicht zu sehen., Gerade völlig war der Vornitz.
550cc4a1-5cb1-4240-8689-f6f14c617a31/b74b2a0ccd53a126abbfefd65fc3561bb4cdb9310dd9d2a3eee9a7b709d89f62.mp3,Innerschweiz,Ich bin noch nicht auf meinem höchsten Niveau., Ich bin noch nicht auf meinem höchsten Niveau.
00a66c88-24cf-4cf9-90f0-534c67e92d7d/9f18f947d8d6292bfc712bf0e3b7af5c5e07441093b098037c94fe796865c7e7.mp3,Innerschweiz,Deshalb werde oft auf Daten konventioneller Produktion zurückgegriffen., Darum werde ich oft auf Daten konventioneller Produktion zurückgreifen.
31cab952-98eb-45cb-a243-c951519c5c40/430cbffbb047e9ff40ddf55b9d87336b5fd83ff88dcf1fcae2f7050d64141b88.mp3,Innerschweiz,"Zwei Bemerkungen zur BNO Teiländerung, welche ihnen vorgestern noch zugestellt worden ist."," Zwei Bemerkungen zur BNO-Teiländerung, die Ihnen vorgestern noch zugestellt wurde."
31cab952-98eb-45cb-a243-c951519c5c40/4fec0fdfa842b23fcadb7feac5f36f78464b037e9a82fa01f71b8bad5a9f6fbf.mp3,Innerschweiz,Auch das verstehen wir., Auch das verstömmer.
aa7d9d2c-90d3-41f9-a92e-f07b93765f8b/c4fab31bec5f16b1dd466a40c3873791fb27d6298030cb971c97646e0e8864a1.mp3,Innerschweiz,Mia erleidet ein Burnout und landet in der Psychiatrie., Mia erleidet ein Burnout und landet in der Psychiatrie.
00a66c88-24cf-4cf9-90f0-534c67e92d7d/422c4bcc3ae5c7b59b4d621fed9ad313d362c0a3d1b4d51906c98a7db19a907f.mp3,Innerschweiz,Doch das Drumherum ist völlig anders., Doch das Drumherum ist völlig anders.
72725555-9e5d-436a-b311-25048bc0c594/7b3392792d253525cb8fc5e9a42ab5eb5171151206f4440549c8886578e23464.mp3,Innerschweiz,Einzig finanzielle Details gelte es noch zu klären., Einzige finanzielle Details gilt es noch zu klären.
00a66c88-24cf-4cf9-90f0-534c67e92d7d/53ed76e361e243606b9b9a36f247198483eca1b35ffaad3b49590e12291e5901.mp3,Innerschweiz,Intensive Ermittlungen seien im Gange., Intensive Ermittlunge sind scheinbar im Gang.
572e7297-d4c8-4e20-a857-9a7d71f6ae65/61f0bfd3b08eccdb62183e3c4f4df41975c0ae1df34da4473b7f2b4ab14c3109.mp3,Innerschweiz,Das ist schliesslich auch ein Ziel der Entwicklung., Das ist schliesslich auch ein Ziel der Entwicklung.
550cc4a1-5cb1-4240-8689-f6f14c617a31/8dd2cf4c37153df1282b0c0c178e3c6a831c5f814e8ddd81d09e1a09e5ce575d.mp3,Innerschweiz,Einwohnerrat stimmt dem Antrag der Finanzkommistion einstimmig zu., Der Einwohnerrat stimmt dem Antrag der Finanzkommission einstimmig zu.
00a66c88-24cf-4cf9-90f0-534c67e92d7d/6d3f761bf68b79f0c6879e86e22bb16bae98e1169ac75e40623941caf2bc0906.mp3,Innerschweiz,Das dürfte eher ein lokales Phänomen sein., Das dürfte eher ein lokales Phänomen sein.
72725555-9e5d-436a-b311-25048bc0c594/68717eab8e62deec766e0e160c9094250564d3e274f6f09807bd8ba95bf28da7.mp3,Innerschweiz,Der Trend geht allgemein in diese Richtung., Der Trend geht im Allgemeinen in diese Richtung.
acf67674-c912-42c0-ba3c-f85e2db965ac/ef96de3b657d25ecbf7a294569601d3246a29da07f5193db34b56a578c082360.mp3,Innerschweiz,Die vier Typen unterscheiden sich in zwei Dimensionen., Diese vier Typen unterscheiden sich in zwei Dimensionen.
b1c3bd44-1b5a-416c-aebf-42cded0ab19d/b1c534fb11f9b2f0f629d5069c9b1da2d039b3d13b2061fc1214e3bfc731bdba.mp3,Innerschweiz,Prinz Philip wird seit dem 16. Februar im behandelt., Prinz Philipp wird seit dem 16. Februar behandelt.
5184dba3-c5e1-4570-ba26-62176e8c8dcc/d64009ada00e132d4b59e5c437f5830bbdc78c619a1393a8d2d718e5598f0531.mp3,Innerschweiz,Das Angebot ist allerdings vergleichsweise übersichtlich., Das Angebot ist allerdings vergleichsweise übersichtlich.
31cab952-98eb-45cb-a243-c951519c5c40/63800b5efe3849cbfe7bb54ed198d9416243ee0acfc6ced5b1d6dcfe39dc7bf9.mp3,Innerschweiz,Der Stadtrat ist sich der Pflicht bewusst., Der Stadtrat ist sich der Pflicht bewusst.
b1c3bd44-1b5a-416c-aebf-42cded0ab19d/bafe19f57aa159840f79734b95a3bd381628832d73fb93e6e90ff91bd4fd1c1e.mp3,Innerschweiz,Sie befürchten mehr denn je den Verlust ihrer Heimat., Sie befürchten mehr denn je den Verlust ihrer Heimat.
572e7297-d4c8-4e20-a857-9a7d71f6ae65/897f0e36e48bcfaa2fc4c12eb182bfc2ad9e3dff0541f3a067a52a38c3f7a780.mp3,Innerschweiz,Die USA beenden jegliche Unterstützung für offensive Operationen im Jemen., Die USA beenden jegliche Unterstützung für offensive Operationen im Jemen.
4a8346e7-fa21-49b9-9a6f-c69ef828a68c/d57a5269daa8bcab1c0d47e9be3aefd59069178441c5b9bdb42f9f78f87bd941.mp3,Innerschweiz,Er galt den Richtern als sehr glaubhaft., Er galt den Richtern als sehr glaubhaft.
572e7297-d4c8-4e20-a857-9a7d71f6ae65/85e57b32e14e7198b5113b08cc187abe3460c69930c542bed79a609460597274.mp3,Innerschweiz,Der Markt wuchs mit 10 Prozent., Der Markt ist 10% gewachsen.
00a66c88-24cf-4cf9-90f0-534c67e92d7d/567283310516994ad0c410a6e6f8c39b01d3ffdecdc749648bb540a41218e059.mp3,Innerschweiz,Das Geschoss schlug demnach etwa 150 Meter entfernt vom OSZE-Fahrzeug ein., Das Geschoss ist demnach etwa 150 Meter entfernt vom OSZE-Fahrzeug eingeschlagen.
b1c3bd44-1b5a-416c-aebf-42cded0ab19d/b6a5a1d591ca42ff7c0d542ed521183d1a3f9d21db014b2b794117259a32682b.mp3,Innerschweiz,Der Besitzer des Hauses werde verhört., Der Besitzer dieses Hauses werde verhört.
b1c3bd44-1b5a-416c-aebf-42cded0ab19d/d1fd16d44eae36dd8ed37b946d4695b57b05813f630d566355f47b0bfe0e211d.mp3,Innerschweiz,Die betroffenen Häuser verschwinden also sowieso über kurz oder lang., Die betroffenen Gehäuse verschwinden also sowieso über kurz oder lang.
4a8346e7-fa21-49b9-9a6f-c69ef828a68c/c77d7b8c70c1714d1bbdbc8850a006fa95e811bcbdad035509f06dec2f6e0e18.mp3,Innerschweiz,Warum wird der Gemeinderat diese Motion als Postulat entgegennehmen?," Man wird gemeint, diese Motion als Postulation entgegengenommen."
4a8346e7-fa21-49b9-9a6f-c69ef828a68c/70f145fba45d186a4c2c7c553518c0beeb43c1f5ca4e67a587e604d227a61fa6.mp3,Innerschweiz,Einfach nur im Formular unten eintragen., Einfach nur im Formular unten eintragen.
aa7d9d2c-90d3-41f9-a92e-f07b93765f8b/a260f9a12abbb210ba1d9f98b22e10c91a311abab53a4ad9a3c891196b1efb7d.mp3,Innerschweiz,Hier ist ein ganzer Band davon., Hier ist ein ganzes Band davon.
b1c3bd44-1b5a-416c-aebf-42cded0ab19d/e01e9f86db60455f9c5fd959f508145587449cf8f0ad47e4c7d1fac52ab31a06.mp3,Innerschweiz,Wir ziehen sie nicht zurück und nehmen die Einschätzung des Gemeinderats entgegen., Wir ziehen Sie nicht zurück und nehmen die Einschätzung vom Gemeinderat entgegen.
572e7297-d4c8-4e20-a857-9a7d71f6ae65/71bf623797d47dcdfe3d5badc1ec17ad52f9702cf831fe359f2340823b94e49c.mp3,Innerschweiz,"Frankreich lag mit 12,7 Prozent ebenfalls sehr gut."," Die Frankfurt-Bank-Bezugsrechnung ist mit 12,7% ebenfalls sehr gut gelegen."
5184dba3-c5e1-4570-ba26-62176e8c8dcc/f25343a9c3180eaa7d75e381af816d5f34bdd4c328b00680e8b220b945e670bc.mp3,Innerschweiz,Das Jahresprogramm liegt auf., Sieh eures Programms Lied auf.
005039b8-898f-48d8-b7cc-8a16bd1055c8/132a49f78879903b2147971530186ae1b7c3e5b3f76316dd0ac5054aaa13e340.mp3,Innerschweiz,Am besten wir wiederholen diese Abstimmung nochmals., Am besten wir wiederholen die Abstimmung noch einmal.
31cab952-98eb-45cb-a243-c951519c5c40/70ebe8f9ae038d389fd2143d54fe2065814050b3ff2b6d8284f3c6232b29bc2c.mp3,Innerschweiz,Sie macht im Kongo 90 Prozent aus., Sie macht im Kongo 90% aus.
00a66c88-24cf-4cf9-90f0-534c67e92d7d/60f4abfff67a3ea778757ba312fa580da6a6b4b42080a3c223d287acf104e8dc.mp3,Innerschweiz,Internationale Untersuchungen liefern ähnliche Zahlen., Internationale Untersuchungen liefern ähnliche Zahlen.
31cab952-98eb-45cb-a243-c951519c5c40/68509cbdde29dcfee611fa4a2e48f7f0e53463e9bcb802090f641b7d184a1963.mp3,Innerschweiz,Der Hunger der Raubtiere dürfte sich also in Grenzen halten., Der Hunger der Raubtiere dürfte sich also in Grenzen halten.
b1c3bd44-1b5a-416c-aebf-42cded0ab19d/c4c4165ec5e4584225731ac6faeaea0b88750381e4a62de5ae6ebdf47dc605a5.mp3,Innerschweiz,Besser kann ein Verbot nicht abgesichert werden., Besser kann das Verbot nicht abgesichert werden.
acf67674-c912-42c0-ba3c-f85e2db965ac/fec5c30b77f4333fbbf59a284f30bd6cbf84ee5e9ee3745d3b9e407e754c0578.mp3,Innerschweiz,Der Preis liegt bei 129 Franken., Der Preis liegt bei 129 Franken.
00a66c88-24cf-4cf9-90f0-534c67e92d7d/5b11561980d03c5907b64a0ff4246a533a15679837aefe68a483d2e8588f7af7.mp3,Innerschweiz,Bisher ist kein zusätzlicher Aufwand angefallen., Wie sehr ist der zusätzliche Aufwand angefallen?
72725555-9e5d-436a-b311-25048bc0c594/a6c592389ef3de2ff7235f203b0133abf20bf0e38d95c55eee7156a21c59753e.mp3,Innerschweiz,So wäre das ein Glück im Geheimen gewesen., So wäre das ein Glück im Geheimen gewesen.
31cab952-98eb-45cb-a243-c951519c5c40/66731dea8fabfdca95d2fe6fcfff4e4c82c83d6ef4ab899c91ee0953b57c41db.mp3,Innerschweiz,Umso grösser wird das öffentliche Interesse., Umso grösser wird das öffentliche Interesse.
00a66c88-24cf-4cf9-90f0-534c67e92d7d/80fcaab34ca71501f0dc49caac9435efabd488ec8774c0c11d93b947b3d2c9a4.mp3,Innerschweiz,Im Hotel Regina entstanden die Kandidatinnen-Videos., Im Hotel Regina sind Kandidatinnenvideos entstanden.
550cc4a1-5cb1-4240-8689-f6f14c617a31/87e420a31ea0efece6052562bdfc7c293c0eccaaf123fbecff414ef99c66894c.mp3,Innerschweiz,Das geht jeden einzelnen Tag so., Das geht jeden einzelnen Tag so.
acf67674-c912-42c0-ba3c-f85e2db965ac/f7c2cd9d5d90401c6d9e55f5e025110a5711823c5e369be23854cd1cf42e7717.mp3,Innerschweiz,Ich habe auch darüber gelesen., Ich habe auch schon darüber gelesen.
b1c3bd44-1b5a-416c-aebf-42cded0ab19d/d11931ea6abf2447f653be1c7c2a4bd3b9fc2d45081fb3ad960b509a6af362ff.mp3,Innerschweiz,Sie ist konsequent in diesem Punkt., Sie ist konsequent in diesem Punkt.
5184dba3-c5e1-4570-ba26-62176e8c8dcc/f57c70a36ba24e4f45bffa71885819d7fd6baa080bbdeb4101796b6ef565511a.mp3,Innerschweiz,"Er hatte 1,5 Promille sowie Kokain im Blut."," Er hat 1,5 Promille sowie Kokain im Blut."
005039b8-898f-48d8-b7cc-8a16bd1055c8/48752811cf04907df3026e4e37fe50a0104533a37dee16832fc837309f5ea8d8.mp3,Innerschweiz,Genauere Angaben zu dem Vorfall wurden zunächst nicht gemacht., Genauere Angaben zu diesem Vorfall wurden zuerst nicht gemacht.
72725555-9e5d-436a-b311-25048bc0c594/22ecc174b0ada06624ea3e2bac182633c57f1f63f96db6a14908455ae1ea0d2b.mp3,Innerschweiz,Das ist ein Lohn von 15'000 Franken pro Monat., Das ist ein Lohn von 15'000 Franken pro Monat.
72725555-9e5d-436a-b311-25048bc0c594/98d9d2c92a4d947ddbce128b15787fc6d729104fb266736719ec2dec0b70f067.mp3,Innerschweiz,Er holte sich den Club ins Wohnzimmer., Erholt sich der Club ins Wohnzimmer.
